,Sentence #,Word,Tag
2200,203,5.1.0,I-AppVer
2201,203,might,O
2202,203,allow,O
2203,203,remote,B-Attacker
2204,203,attackers,I-Attacker
2205,203,to,O
2206,203,inject,B-Impact 
2207,203,arbitrary,I-Impact
2208,203,e-mail,I-Impact
2209,203,headers,I-Impact
2210,203,via,O 
2211,203,line,B-Vector
2212,203,feeds,I-Vector
2213,203,(LF),I-Vector
2214,203,in,I-Vector
2215,203,the,I-Vector
2216,203,To,I-Vector
2217,203,address,I-Vector
2218,203,argument,I-Vector
2219,203,.,O
2220,204,SQL,B-VulType
2221,204,injection,I-VulType
2222,204,vulnerability,I-VulType
2223,204,in,O
2224,204,index.php,B-Component
2225,204,in,O
2226,204,AlmondSoft,B-App
2227,204,Almond,I-App
2228,204,Classifieds,I-App
2229,204,5.02,B-AppVer
2230,204,allows,O
2231,204,remote,B-Attacker
2232,204,attackers,I-Attacker
2233,204,to,O
2234,204,execute,B-Impact 
2235,204,arbitrary,I-Impact 
2236,204,SQL,I-Impact
2237,204,commands,I-Impact
2238,204,via,O
2239,204,the,O
2240,204,id,B-Vector
2241,204,parameter,I-Vector
2242,204,.,O
2243,205,Multiple,B-VulType
2244,205,cross-site,I-VulType
2245,205,scripting,I-VulType
2246,205,(XSS),B-VulTypeAKA
2247,205,vulnerabilities,I-VulType
2248,205,in,O
2249,205,Sitekit,B-App
2250,205,CMS,I-App
2251,205,6.6,B-AppVer
2252,205,and,I-AppVer
2253,205,earlier,I-AppVer
2254,205,allow,O
2255,205,remote,B-Attacker
2256,205,attackers,I-Attacker
2257,205,to,O
2258,205,inject,B-Impact
2259,205,arbitrary,I-Impact
2260,205,web,I-Impact
2261,205,script,I-Impact
2262,205,or,I-Impact 
2263,205,HTML,I-Impact
2264,205,via,O
2265,205,the,O
2266,205,(1),O
2267,205,query,B-Vector
2268,205,string,I-Vector
2269,205,1,O
2270,205,(2),O
2271,205,textonly,B-Vector
2272,205,1,O
2273,205,(3),O
2274,205,locID,B-Vector
2275,205,and,O
2276,205,(4),O
2277,205,lang,B-Vector
2278,205,parameters,I-Vector
2279,205,to,O
2280,205,(a),O
2281,205,Default.aspx,I-Vector
2282,205,1,O
2283,205,and,O
2284,205,the,O
2285,205,(6),O
2286,205,ClickFrom,B-Vector
2287,205,parameter,I-Vector
2288,205,to,I-Vector
2289,205,(b),O
2290,205,Request-call-back.html,I-Vector
2291,205,and,O
2292,205,(c),O
2293,205,registration-form.html,I-Vector
2294,205,.,O
2295,206,NOTE:,O
2296,206,the,O
2297,206,vendor,O
2298,206,states,O
2299,206,"This,O
,issue,O
,was,O
,resolved,O
,by,O
,a,O
,minor,O
,update,O
,to,O
,Sitekit,O
,CMS,O
,v6.6,O
,1,O
,sanitising,O
,the,O
,html,O
,code,O
,and,O
,eradicating,O
,related,O
,security,O
,issues.",O
2300,207,Cross-site,B-VulType
2301,207,scripting,I-VulType
2302,207,(XSS),B-VulTypeAKA
2303,207,vulnerability,I-VulType
2304,207,in,O
2305,207,search,B-Component
2306,207,in,O
2307,207,SyntaxCMS,B-App
2308,207,1.2.1,B-AppVer
2309,207,and,I-AppVer
2310,207,earlier,I-AppVer
2311,207,allows,O
2312,207,remote,B-Attacker
2313,207,attackers,I-Attacker
2314,207,to,O
2315,207,inject,B-Impact
2316,207,arbitrary,I-Impact
2317,207,web,I-Impact
2318,207,script,I-Impact
2319,207,or,I-Impact
2320,207,HTML,I-Impact
2321,207,via,O
2322,207,the,O
2323,207,search_query,B-Vector
2324,207,parameter,I-Vector
2325,207,.,O
2326,208,SQL,B-VulType
2327,208,injection,I-VulType
2328,208,vulnerability,I-VulType
2329,208,in,O
2330,208,the,O
2331,208,user area,B-Component
2332,208,in,O
2333,208,RWS,B-App
2334,208,Statistics,I-App
2335,208,Counter,I-App
2336,208,before,B-AppVer
2337,208,2.4.1,I-AppVer
2338,208,allows,O
2339,208,remote,B-Attacker
2340,208,attackers,I-Attacker
2341,208,to,O
2342,208,execute,B-Impact 
2343,208,arbitrary,I-Impact
2344,208,SQL,I-Impact
2345,208,commands,I-Impact
2346,208,via,O
2347,208,unknown,B-Vector
2348,208,vectors,I-Vector
2349,208,.,O
2350,209,Multiple,B-VulType
2351,209,SQL,I-VulType
2352,209,injection,I-VulType
2353,209,vulnerabilities,I-VulType
2354,209,in,O 
2355,209,OcoMon,B-App
2356,209,1.20,B-AppVer
2357,209,1,O
2358,209,and,I-AppVer
2359,209,possibly,I-AppVer 
2360,209,earlier,I-AppVer
2361,209,versions,I-AppVer
2362,209,1,O
2363,209,allow,O
2364,209,remote,B-Attacker
2365,209,attackers,I-Attacker
2366,209,to,O
2367,209,execute,B-Impact
2368,209,arbitrary,I-Impact
2369,209,SQL,I-Impact
2370,209,commands,I-Impact
2371,209,via,O
2372,209,unknown,B-Vector
2373,209,attack,I-Vector
2374,209,vectors,I-Vector
2375,209,in,I-Vector
2376,209,an,I-Vector
2377,209,unspecified,I-Vector
2378,209,input,I-Vector
2379,209,form,I-Vector
2380,209,1,O
2381,209,a,O
2382,209,different,O
2383,209,vulnerability,O
2384,209,than,O
2385,209,CVE-2005-4664,B-CVEID
2386,209,.,O
2387,211,IBM,B-App
2388,211,DB2,I-App
2389,211,Universal,I-App
2390,211,Database,I-App
2391,211,(UDB),B-AppAKA
2392,211,810,B-AppVer
2393,211,before,I-AppVer
2394,211,8.1,I-AppVer
2395,211,FP10,I-AppVer
2396,211,allows,O
2397,211,remote,B-Attacker
2398,211,authenticated,I-Attacker
2399,211,users,I-Attacker
2400,211,to,O
2401,211,cause,B-Impact 
2402,211,a,I-Impact
2403,211,denial,B-VulType
2404,211,of,I-VulType
2405,211,service,I-VulType
2406,211,(application crash),B-VulTypeAKA
2407,211,via,O
2408,211,(1),O
2409,211,certain,B-Vector
2410,211,equality,I-Vector
2411,211,predicates,I-Vector
2412,211,that,I-Vector
2413,211,trigger,I-Vector
2414,211,self-removal,I-Vector
2415,211,1,O
2416,211,aka,I-Vector
2417,211,IY70808,I-Vector
2418,211,;,O
2419,211,and,O
2420,211,(2),O
2421,211,a,O
2422,211,query ,B-Vector
2423,211,with,I-Vector
2424,211,more,I-Vector
2425,211,than,I-Vector 
2426,211,32000,I-Vector
2427,211,elements,I-Vector
2428,211,in,I-Vector
2429,211,the,I-Vector
2430,211,IN-list,I-Vector
2431,211,1,O
2432,211,aka,I-Vector
2433,211,LI70817,I-Vector
2434,211,.,O
2435,212,IBM,B-App 
2436,212,WebSphere,I-App
2437,212,Application,I-App
2438,212,Server,I-App
2439,212,(WAS),B-AppAKA
2440,212,5.0.2.5,B-AppVer
2441,212,through,I-AppVer
2442,212,5.1.1.3,I-AppVer
2443,212,allows,O 
2444,212,remote,B-Attacker 
2445,212,attackers,I-Attacker
2446,212,to,O
2447,212,obtain,B-Impact
2448,212,JSP,I-Impact
2449,212,source,I-Impact
2450,212,code,I-Impact
2451,212,and,I-Impact
2452,212,other,I-Impact
2453,212,sensitive,I-Impact
2454,212,information,I-Impact
2455,212,1,O
2456,212,related,O
2457,212,to,O
2458,212,incorrect,B-Vector
2459,212,request,I-Vector
2460,212,processing,I-Vector
2461,212,by,I-Vector
2462,212,the,I-Vector
2463,212,web,I-Vector
2464,212,container,I-Vector
2465,212,.,O
2466,213,Stack-based,B-VulType
2467,213,buffer,I-VulType
2468,213,overflow,I-VulType
2469,213,in,O
2470,213,Microsoft,B-App
2471,213,Excel,I-App
2472,213,2000,B-AppVer
2473,213,1,O
2474,213,2002,B-AppVer
2475,213,1,O
2476,213,and,O
2477,213,2003,B-AppVer
2478,213,1,O
2479,213,in,O
2480,213,Microsoft,B-Platform
2481,213,Office,I-Platform
2482,213,2000,I-Platform
2483,213,SP3,B-PlatformVer
2484,213,and,I-PlatformVer
2485,213,other,I-PlatformVer 
2486,213,packages,I-PlatformVer
2487,213,1,O
2488,213,allows,O
2489,213,user-assisted,B-Attacker
2490,213,attackers,I-Attacker
2491,213,to,O
2492,213,execute,B-Impact
2493,213,arbitrary,I-Impact
2494,213,code,I-Impact
2495,213,via,O
2496,213,an,O
2497,213,Excel,B-Vector
2498,213,file,I-Vector
2499,213,with,I-Vector
2500,213,a,I-Vector
2501,213,malformed,I-Vector
2502,213,record,I-Vector
2503,213,with,I-Vector
2504,213,a,I-Vector
2505,213,modified,I-Vector
2506,213,length,I-Vector
2507,213,value,I-Vector
2508,213,1,O
2509,213,which,I-Vector
2510,213,leads,I-Vector
2511,213,to,I-Vector
2512,213,memory,I-Vector
2513,213,corruption,I-Vector
2514,213,.,O
2515,214,427BB,B-App
2516,214,2.2,B-AppVer
2517,214,and,O
2518,214,2.2.1,B-AppVer
2519,214,verifies,B-Vul
2520,214,authentication,I-Vul
2521,214,credentials,I-Vul
2522,214,based,I-Vul
2523,214,on,I-Vul
2524,214,the,I-Vul
2525,214,username,I-Vul
2526,214,1,O
2527,214,authenticated,I-Vul
2528,214,1,O
2529,214,and,O
2530,214,usertype,I-Vul
2531,214,cookies,I-Vul
2532,214,1,O
2533,214,which,O
2534,214,allows,O
2535,214,remote,B-Attacker
2536,214,attackers,I-Attacker
2537,214,to,O
2538,214,bypass,B-Impact
2539,214,authentication,I-Impact
2540,214,by,O
2541,214,using,B-Vector
2542,214,a,I-Vector
2543,214,valid,I-Vector
2544,214,username,I-Vector
2545,214,and,I-Vector
2546,214,usertype,I-Vector
2547,214,and,I-Vector
2548,214,setting,I-Vector
2549,214,the,I-Vector
2550,214,authenticated,I-Vector
2551,214,cookie,I-Vector
2552,214,.,O
2553,215,Selective,B-Component
2554,215,Acknowledgement,I-Component
2555,215,(SACK),B-ComponentAKA  
2556,215,in,O
2557,215,FreeBSD,B-App
2558,215,5.3,B-AppVer
2559,215,and,O
2560,215,5.4,B-AppVer
2561,215,does,B-Vul
2562,215,not,I-Vul
2563,215,properly,I-Vul
2564,215,handle,I-Vul
2565,215,an,I-Vul
2566,215,incoming,I-Vul
2567,215,selective,I-Vul
2568,215,acknowledgement,I-Vul
2569,215,when,I-Vul
2570,215,there,I-Vul
2571,215,is,I-Vul
2572,215,insufficient,I-Vul
2573,215,memory,I-Vul
2574,215,1,O
2575,215,which,O
2576,215,might,O
2577,215,allow,O
2578,215,remote,B-Attacker
2579,215,attackers,I-Attacker
2580,215,to,O
2581,215,cause,O
2582,215,a,O
2583,215,denial,B-VulType
2584,215,of,I-VulType
2585,215,service,I-VulType
2586,215,(infinite loop),B-VulTypeAKA
2587,215,.,O
2588,216,The,O
2589,216,Linux,B-Platform 
2590,216,Kernel,I-Platform
2591,216,before,B-PlatformVer
2592,216,2.6.15.5,I-PlatformVer
2593,216,allows,O
2594,216,local,B-Attacker
2595,216,users,I-Attacker
2596,216,to,O
2597,216,cause,O
2598,216,a,O
2599,216,denial,B-VulType
2600,216,of,I-VulType
2601,216,service,I-VulType
2602,216,(NFS client panic),B-VulTypeAKA
2603,216,via,O
2604,216,unknown,B-Vector
2605,216,attack,I-Vector
2606,216,vectors,I-Vector
2607,216,related,I-Vector
2608,216,to,I-Vector
2609,216,the,I-Vector
2610,216,use,I-Vector
2611,216,of,I-Vector
2612,216,O_DIRECT,I-Vector
2613,216,(direct I/O),I-Vector
2614,216,.,O
2615,217,PHP,B-VulType
2616,217,remote,I-VulType
2617,217,file,I-VulType
2618,217,include,I-VulType
2619,217,vulnerability,I-VulType
2620,217,in,O
2621,217,index.php,B-Component
2622,217,in,O
2623,217,Tasarim,B-App
2624,217,Rehberi,I-App
2625,217,allows,O
2626,217,remote,B-Attacker
2627,217,attackers,I-Attacker
2628,217,to,O
2629,217,execute,B-Impact
2630,217,arbitrary,I-Impact
2631,217,PHP,I-Impact
2632,217,code,I-Impact
2633,217,via,O
2634,217,a,O
2635,217,URL,B-Vector
2636,217,in,O
2637,217,the,O
2638,217,(1),O
2639,217,sayfaadi,B-Victim
2640,217,or,O
2641,217,(2),O
2642,217,sayfa,I-Victim
2643,217,parameter,I-Victim
2644,217,.,O
2645,217,NOTE:,O
2646,217,this,O
2647,217,might,O
2648,217,be,O
2649,217,a,O
2650,217,site-specific,O
2651,217,issue,O
2652,217,.,O
2653,217,If,O
2654,217,so,O
2655,217,1,O
2656,217,it,O
2657,217,should,O
2658,217,not,O
2659,217,be,O
2660,217,included,O
2661,217,in,O
2662,217,CVE,O
2663,217,.,O
2664,218,Oi!,B-App
2665,218,Email,I-App
2666,218,Marketing,I-App
2667,218,System,I-App
2668,218,3.0,B-AppVer
2669,218,stores,B-Vul
2670,218,the,I-Vul
2671,218,server's,I-Vul
2672,218,FTP,I-Vul
2673,218,password,I-Vul
2674,218,in,I-Vul
2675,218,cleartext,I-Vul
2676,218,on,I-Vul
2677,218,a,I-Vul
2678,218,Configuration,I-Vul
2679,218,web,I-Vul
2680,218,page,I-Vul
2681,218,1,O
2682,218,which,O
2683,218,allows,O
2684,218,local,B-Attacker
2685,218,users,I-Attacker
2686,218,with,I-Attacker
2687,218,superadministrator,I-Attacker 
2688,218,privileges,I-Attacker
2689,218,1,O
2690,218,or,O
2691,218,attackers,B-Attacker
2692,218,who,I-Attacker
2693,218,have,I-Attacker
2694,218,obtained,I-Attacker
2695,218,access,I-Attacker
2696,218,to,I-Attacker
2697,218,the,I-Attacker
2698,218,web,I-Attacker
2699,218,page,I-Attacker
2700,218,1,O
2701,218,to,O
2702,218,view,B-Impact
2703,218,the,I-Impact
2704,218,password,I-Impact
2705,218,.,O
2706,219,The,O
2707,219,ncprwsnt,B-Component
2708,219,service,I-Component
2709,219,in,O
2710,219,NCP,B-App
2711,219,Network,I-App
2712,219,Communication,I-App
2713,219,Secure,I-App
2714,219,Client,I-App
2715,219,8.11,B-AppVer
2716,219,Build,I-AppVer
2717,219,146,I-AppVer
2718,219,1,O
2719,219,and,O
2720,219,possibly,O
2721,219,other,B-AppVer
2722,219,versions,I-AppVer
2723,219,1,O
2724,219,allows,O
2725,219,local,B-Attacker
2726,219,users,I-Attacker
2727,219,to,O
2728,219,execute,B-Impact
2729,219,arbitrary,I-Impact
2730,219,code,I-Impact
2731,219,by,O
2732,219,modifying,B-Vector
2733,219,the,I-Vector
2734,219,connect.bat,I-Vector
2735,219,script,I-Vector
2736,219,1,O
2737,219,which,I-Vector
2738,219,is,I-Vector
2739,219,automatically,I-Vector
2740,219,executed,I-Vector
2741,219,by,I-Vector
2742,219,the,I-Vector
2743,219,service,I-Vector
2744,219,after,I-Vector
2745,219,a,I-Vector
2746,219,connection,I-Vector
2747,219,is,I-Vector
2748,219,established,I-Vector
2749,219,.,O
2750,220,SQL,B-VulType
2751,220,injection,I-VulType
2752,220,vulnerability,I-VulType
2753,220,in,O
2754,220,functions/final_functions.php,B-Component
2755,220,in,O
2756,220,VSNS,B-App
2757,220,Lemon,I-App
2758,220,3.2.0,I-App
2759,220,1,O
2760,220,with,O
2761,220,magic_quotes_gpc,B-Setting
2762,220,disabled,I-Setting
2763,220,1,O
2764,220,allows,O
2765,220,remote,B-Attacker
2766,220,attackers,I-Attacker
2767,220,to,O
2768,220,execute,B-Impact
2769,220,arbitrary,I-Impact
2770,220,SQL,I-Impact
2771,220,commands,I-Impact
2772,220,via,O
2773,220,the,O
2774,220,id,B-Vector
2775,220,parameter,I-Vector
2776,220,.,O
2777,222,Cross-site,B-VulType
2778,222,scripting,I-VulType
2779,222,(XSS),B-VulTypeAKA
2780,222,vulnerability,I-VulType
2781,222,in,O
2782,222,index.php,B-Component
2783,222,in,O
2784,222,Musicbox,B-App
2785,222,2.3.3,B-AppVer
2786,222,and,B-AppVer
2787,222,earlier,B-AppVer
2788,222,allows,O
2789,222,remote,B-Attacker
2790,222,attackers,I-Attacker
2791,222,to,O
2792,222,inject,B-Impact
2793,222,arbitrary,I-Impact
2794,222,web,I-Impact
2795,222,script,I-Impact
2796,222,or,I-Impact
2797,222,HTML,I-Impact
2798,222,via,O 
2799,222,the,B-Vector
2800,222,term,I-Vector
2801,222,parameter,I-Vector
2802,222,in,I-Vector
2803,222,a,I-Vector
2804,222,search,I-Vector
2805,222,action,I-Vector
2806,222,.,O
2807,223,Multiple,B-VulType
2808,223,SQL,I-VulType
2809,223,injection,I-VulType
2810,223,vulnerabilities,I-VulType
2811,223,in,O
2812,223,userscript.php,B-Component
2813,223,in,O
2814,223,Green,B-App
2815,223,Minute,I-App
2816,223,1.0,B-AppVer
2817,223,and,I-AppVer
2818,223,earlier,I-AppVer
2819,223,allow,O
2820,223,remote,B-Attacker
2821,223,attackers,I-Attacker
2822,223,to,O
2823,223,execute,B-Impact
2824,223,arbitrary,I-Impact
2825,223,SQL,I-Impact
2826,223,commands,I-Impact
2827,223,via,O
2828,223,the,O
2829,223,(1),O
2830,223,huserid,B-Vector
2831,223,1,O
2832,223,(2),O
2833,223,pituus,B-Vector
2834,223,1,O
2835,223,or,O
2836,223,(3),O
2837,223,date,B-Vector
2838,223,parameters,I-Vector
2839,223,.,O
2840,223,NOTE:,O
2841,223,this,O
2842,223,issue,O
2843,223,has,O
2844,223,been,O
2845,223,disputed,O
2846,223,by,O
2847,223,the,O
2848,223,vendor,O
2849,223,1,O
2850,223,saying,O
2851,223,"those,O
,parameters,O
,mentioned,O
,ARE,O
,checked,O
,(preg_match),O
,before,O
,they,O
,are,O
,used,O
,in,O
,SQL-query...,O
,If,O
,someone,O
,decided,O
,to,O
,add,O
,SQL-injection,O
,stuff,O
,to,O
,certain,O
,parameter,O
,1,O
,they,O
,would,O
,see,O
,an,O
,error,O
,text,O
,1,O
,but,O
,only,O
,because,O
,_nothing_,O
,was,O
,passed,O
,inside,O
,that,O
,parameter,O
,(to MySQL-database),O
,.,O
,",O
2852,223,As,O
2853,223,allowed,O
2854,223,by,O
2855,223,the,O
2856,223,vendor,O
2857,223,1,O
2858,223,CVE,O
2859,223,investigated,O
2860,223,this,O
2861,223,report,O
2862,223,on,O 
2863,223,20060525,O
2864,223,and,O
2865,223,found,O
2866,223,that,O
2867,223,the,O
2868,223,demo,O
2869,223,site,O
2870,223,demonstrated,O
2871,223,a,O
2872,223,non-sensitive,O
2873,223,SQL,O
2874,223,error,O
2875,223,when,O
2876,223,given,O
2877,223,standard,O
2878,223,SQL,O
2879,223,injection,O
2880,223,manipulations,O
2881,223,.,O
2882,224,Unspecified,B-VulType
2883,224,vulnerability,I-VulType
2884,224,in,O
2885,224,the,O
2886,224,_cg_TIFFSetField,B-MINICOMPO
2887,224,function,I-MINICOMPO
2888,224,in,O
2889,224,Mac,B-Platform
2890,224,OS,I-Platform
2891,224,X,I-Platform
2892,224,10.4.6,B-PlatformVer
2893,224,and,I-PlatformVer
2894,224,earlier,I-PlatformVer
2895,224,1,O
2896,224,as,O
2897,224,used,O
2898,224,in,O
2899,224,applications,B-App
2900,224,that,I-App
2901,224,use,I-App
2902,224,ImageIO,I-App
2903,224,or,I-App
2904,224,AppKit,I-App
2905,224,1,O 
2906,224,allows,O
2907,224,remote,B-Attacker
2908,224,attackers,I-Attacker
2909,224,to,O
2910,224,cause,O
2911,224,a,O
2912,224,denial,B-VulType
2913,224,of,I-VulType
2914,224,service,I-VulType
2915,224,(application crash),B-VulTypeAKA
2916,224,via,O
2917,224,a,O
2918,224,crafted,B-Vector
2919,224,TIFF,I-Vector
2920,224,image,I-Vector
2921,224,that,I-Vector
2922,224,triggers,I-Vector
2923,224,a,I-Vector
2924,224,a,I-Vector
2925,224,dereference,I-Vector
2926,224,.,O
2927,225,SQL,B-VulType
2928,225,injection,I-VulType
2929,225,vulnerability,I-VulType
2930,225,in,O
2931,225,function/showprofile.php,B-Component
2932,225,in,O
2933,225,FlexBB,B-App
2934,225,0.5.5,B-AppVer
2935,225,allows,O
2936,225,remote,B-Attacker
2937,225,attackers,I-Attacker
2938,225,to,O
2939,225,execute,B-Impact
2940,225,arbitrary,I-Impact
2941,225,SQL,I-Impact
2942,225,commands,I-Impact
2943,225,1,O
2944,225,and,O
2945,225,view,B-Impact
2946,225,all,I-Impact
2947,225,usernames,I-Impact
2948,225,and,I-Impact
2949,225,passwords,I-Impact
2950,225,1,O
2951,225,via,O
2952,225,the,B-Vector
2953,225,id,I-Vector
2954,225,parameter,I-Vector
2955,225,to,I-Vector
2956,225,the,I-Vector
2957,225,showprofile,I-Vector
2958,225,page,I-Vector
2959,225,in,I-Vector
2960,225,index.php,B-Victim
2961,225,.,O
2962,226,A,O
2963,226,component,B-Component
2964,226,in,O
2965,226,Microsoft,B-App
2966,226,Outlook,I-App
2967,226,Express,I-App
2968,226,6,B-AppVer
2969,226,allows,O
2970,226,remote,B-Attacker
2971,226,attackers,I-Attacker
2972,226,to,O
2973,226,bypass,B-Impact
2974,226,domain,I-Impact
2975,226,restrictions,I-Impact
2976,226,and,O 
2977,226,obtain,B-Impact
2978,226,sensitive,I-Impact
2979,226,information,I-Impact
2980,226,via,O
2981,226,redirections,B-Vector
2982,226,with,I-Vector
2983,226,the,I-Vector
2984,226,mhtml:,I-Vector
2985,226,URI,I-Vector
2986,226,handler,I-Vector
2987,226,1,O
2988,226,as,I-Vector
2989,226,originally,I-Vector 
2990,226,reported,I-Vector
2991,226,for,I-Vector
2992,226,Internet,B-App
2993,226,Explorer,I-App
2994,226,6,B-AppVer
2995,226,and,O
2996,226,7,B-AppVer
2997,226,1,O
2998,226,aka,O
2999,226,URL Redirect Cross Domain Information Disclosure Vulnerability.,B-VulTypeAKA
3000,227,Cross-site,B-VulType
3001,227,scripting,I-VulType
3002,227,(XSS),B-VulTypeAKA
3003,227,vulnerability,I-VulType
3004,227,in,O
3005,227,superalbum/index.php,B-Component
3006,227,in,O
3007,227,Photoalbum,B-App
3008,227,B&W,I-App
3009,227,1.3,B-AppVer
3010,227,allows,O
3011,227,remote,B-Attacker
3012,227,attackers,I-Attacker
3013,227,to,O
3014,227,inject,B-Impact
3015,227,arbitrary,I-Impact
3016,227,web,I-Impact
3017,227,script,I-Impact
3018,227,or,I-Impact
3019,227,HTML,I-Impact 
3020,227,via,O
3021,227,the,O
3022,227,pic,B-Vector
3023,227,parameter,I-Vector
3024,227,.,O
3025,228,Multiple,B-VulType
3026,228,SQL,I-VulType
3027,228,injection,I-VulType
3028,228,vulnerabilities,I-VulType
3029,228,in,O
3030,228,phpCommunityCalendar,B-App
3031,228,4.0.3,B-AppVer 
3032,228,allow,O
3033,228,remote,B-Attacker
3034,228,attackers,I-Attacker
3035,228,to,O
3036,228,execute,B-Impact
3037,228,arbitrary,I-Impact
3038,228,SQL,I-Impact
3039,228,commands,I-Impact
3040,228,via,O
3041,228,the,O
3042,228,(1),O
3043,228,CalendarDetailsID,B-Vector
3044,228,parameter,I-Vector
3045,228,in,I-Vector
3046,228,(a),O
3047,228,(b),O
3048,228,and,O
3049,228,(c),O
3050,228,delCalendar.php,I-Vector;
3051,228,(2),O
3052,228,ID,B-Vector
3053,228,parameter,I-Vector
3054,228,in,I-Vector
3055,228,(d),O
3056,228,event.php,I-Vector;
3057,228,(3),O
3058,228,AdminUserID,B-Vector
3059,228,parameter,I-Vector
3060,228,in,I-Vector
3061,228,(e),O
3062,228,delAdmin.php,I-Vector;
3063,228,(4),O
3064,228,EventLocationID,B-Vector
3065,228,parameter,I-Vector
3066,228,in,I-Vector
3067,228,(f),O
3068,228,delAddress.php,I-Vector;
3069,228,and,O
3070,228,(5),O
3071,228,LocationID,B-Vector
3072,228,parameter,I-Vector
3073,228,in,I-Vector
3074,228,(g),O
3075,228,delCategory.php,I-Vector
3076,228,.,O
3077,229,SQL,B-VulType
3078,229,injection,I-VulType
3079,229,vulnerability,I-VulType
3080,229,in,O
3081,229,inc_header.asp,B-Component
3082,229,in,O
3083,229,Snitz,B-App
3084,229,Forum,I-App
3085,229,3.4.05,B-AppVer
3086,229,and,I-AppVer
3087,229,earlier,I-AppVer
3088,229,allows,O
3089,229,remote,B-Attacker
3090,229,attackers,I-Attacker
3091,229,to,O
3092,229,execute,B-Impact
3093,229,arbitrary,I-Impact
3094,229,SQL,I-Impact
3095,229,commands,I-Impact
3096,229,via,O
3097,229,the,O
3098,229,%strCookieURL%.GROUP,B-Vector
3099,229,parameter,I-Vector
3100,229,in,I-Vector
3101,229,a,I-Vector
3102,229,cookie,I-Vector
3103,229,.,O
3104,230,Multiple,B-VulType
3105,230,cross-site,I-VulType
3106,230,scripting,I-VulType
3107,230,(XSS),B-VulTypeAKA
3108,230,vulnerabilities,I-VulType
3109,230,in,O
3110,230,ClickGallery,B-App
3111,230,5.0,B-AppVer
3112,230,and,I-AppVer
3113,230,earlier,I-AppVer
3114,230,allow,O
3115,230,remote,B-Attacker
3116,230,attackers,I-Attacker
3117,230,to,O
3118,230,inject,B-Impact
3119,230,arbitrary,I-Impact
3120,230,web,I-Impact
3121,230,script,I-Impact
3122,230,or,I-Impact
3123,230,HTML,I-Impact
3124,230,via,O 
3125,230,the,O
3126,230,(1),O
3127,230,gallery_id,B-Vector
3128,230,parameter,I-Vector
3129,230,in,I-Vector
3130,230,gallery.asp,I-Vector
3131,230,and,O
3132,230,(2),O
3133,230,parentcurrentpage,B-Vector
3134,230,parameter,I-Vector
3135,230,in,I-Vector
3136,230,view_gallery.asp,I-Vector
3137,230,.,O
3138,231,SQL,B-VulType
3139,231,injection,I-VulType
3140,231,vulnerability,I-VulType
3141,231,in,O
3142,231,tree.php,B-Component
3143,231,in,O
3144,231,MyNewsGroups,B-App
3145,231,0.6,B-AppVer
3146,231,allows,O
3147,231,remote,B-Attacker
3148,231,attackers,I-Attacker
3149,231,to,O
3150,231,execute,B-Impact
3151,231,arbitrary,I-Impact
3152,231,SQL,I-Impact
3153,231,commands,I-Impact
3154,231,via,O
3155,231,the,B-Vector
3156,231,grp_id,I-Vector
3157,231,parameter,I-Vector
3158,231,.,O
3159,2,Microsoft,B-App  
3160,2,Internet,I-App
3161,2,Explorer,I-App
3162,2,6,B-AppVer
3163,2,allows,O
3164,2,remote,B-Attacker
3165,2,attackers,I-Attacker
3166,2,to,O
3167,2,cause,O
3168,2,a,O
3169,2,denial,B-VulType
3170,2,of,I-VulType
3171,2,service,I-VulType
3172,2,(crash),B-VulTypeAKA
3173,2,by,O
3174,2,declaring,B-Vector
3175,2,the,I-Vector
3176,2,sourceURL,I-Vector
3177,2,attribute,I-Vector
3178,2,on,I-Vector
3179,2,an,I-Vector
3180,2,uninitialized,I-Vector
3181,2,DirectAnimation.StructuredGraphicsControl,I-Vector
3182,2,ActiveX,I-Vector
3183,2,Object,I-Vector
3184,2,1,O
3185,2,which,I-Vector
3186,2,triggers,I-Vector
3187,2,a,I-Vector
3188,2,a,I-Vector
3189,2,dereference,I-Vector
3190,2,.,O
3191,3,The,O
3192,3,Javascript,B-Component
3193,3,engine,I-Component
3194,3,in,O
3195,3,Mozilla,B-App 
3196,3,Firefox,I-App
3197,3,before,B-AppVer
3198,3,1.5.0.5,I-AppVer
3199,3,1,O
3200,3,Thunderbird,B-App
3201,3,before,B-AppVer
3202,3,1.5.0.5,I-AppVer
3203,3,1,O
3204,3,and,O
3205,3,SeaMonkey,B-App
3206,3,before,B-AppVer
3207,3,1.0.3,I-AppVer
3208,3,might,O
3209,3,allow,O
3210,3,remote,B-Attacker
3211,3,attackers,I-Attacker
3212,3,to,O
3213,3,execute,B-Impact
3214,3,arbitrary,I-Impact
3215,3,code,I-Impact
3216,3,via,O
3217,3,vectors,B-Vector
3218,3,involving,I-Vector
3219,3,garbage,I-Vector
3220,3,collection,I-Vector
3221,3,that,I-Vector
3222,3,causes,I-Vector
3223,3,deletion,I-Vector
3224,3,of,I-Vector
3225,3,a,I-Vector
3226,3,temporary,I-Vector
3227,3,object,I-Vector
3228,3,that,I-Vector
3229,3,is,I-Vector
3230,3,still,I-Vector
3231,3,being,I-Vector
3232,3,used,I-Vector
3233,3,.,O
3234,4,Multiple,B-VulType
3235,4,cross-site,I-VulType
